group-b/user1,0
group-b/user1,0
group-b/user1,1
group-b/user1,0
group-b/user1,0
group-b/user1,-3
group-b/user1,0
group-b/user1,96
group-b/user1,0
group-b/user1,0
group-b/user1,0
group-b/user1,0
group-b/user1,11812
group-b/user1,9864
group-b/user1,12668
group-b/user1,9864
group-b/user1,9815
group-b/user1,49
group-b/user1,-3
group-b/user1,0
group-b/user1,0
group-b/user1,-3
group-b/user1,0
group-b/user1,2
group-b/user1,2
group-b/user1,2
group-b/user1,0
group-b/user1,303
group-b/user1,288
group-b/user1,86
group-b/user1,0
group-b/user1,19
group-b/user1,19
group-b/user1,19
group-b/user1,0
group-b/user1,0
group-b/user1,0
group-b/user1,191
group-b/user1,1
group-b/user1,1
group-b/user1,79
group-b/user1,10
group-b/user1,1
group-b/user1,2
group-b/user1,39
group-b/user1,3
group-b/user1,2
group-b/user1,0
group-b/user1,98
group-b/user1,12
group-b/user1,549
group-b/user1,9807
group-b/user1,59
group-b/user2,-14
group-b/user2,-6
group-b/user2,999
group-b/user1,0
group-b/user5,6
group-b/user5,0
group-b/user5,-35
group-b/user2,0
group-b/user2,1
group-b/user2,999
group-b/user2,10
group-b/user2,12
group-b/user2,163
group-b/user1,9748
group-b/user1,0
group-b/user1,0
group-b/user1,0
group-b/user1,4
group-b/user5,0
group-b/user5,1
group-b/user2,7
group-b/user2,0
group-b/user2,-1
group-b/user2,2
group-b/user1,0
group-b/user2,0
group-b/user1,0
group-b/user1,0
group-b/user2,0
group-b/user2,0
group-b/user2,0
group-b/user2,-20
group-b/user4,17
group-b/user4,24
group-b/user1,9748
group-b/user2,156
group-b/user2,1
group-b/user2,141
group-b/user2,1
group-b/user2,999
group-b/user2,165
group-b/user2,-377
group-b/user1,-11
group-b/user2,6
group-b/user5,1
group-b/user5,46
group-b/user5,71
group-b/user5,248
group-b/user1,-11144
group-b/user2,11144
group-b/user2,3
group-b/user1,4
group-b/user1,34
group-b/user2,-166
group-b/user2,166
group-b/user1,-28916
group-b/user1,29927
group-b/user1,14
group-b/user4,0
group-b/user4,18
group-b/user1,-10084
group-b/user1,1
group-b/user1,10007
group-b/user1,37
group-b/user1,6
group-b/user1,2
group-b/user1,32
group-b/user1,-7
group-b/user1,11
group-b/user1,0
group-b/user1,0
group-b/user1,0
group-b/user1,0
group-b/user1,0
