group-g/user4,0
group-g/user4,0
group-g/user4,1
group-g/user4,0
group-g/user4,1
group-g/user4,0
group-g/user4,1
group-g/user4,0
group-g/user4,0
group-g/user2,831
group-g/user2,1
group-g/user2,82
group-g/user2,1
group-g/user4,0
group-g/user4,1
group-g/user4,0
group-g/user2,1
group-g/user2,96
group-g/user4,1
group-g/user4,0
group-g/user4,1
group-g/user2,25
group-g/user2,1619
group-g/user2,-8865
group-g/user2,9482
group-g/user1,0
group-g/user1,15
group-g/user1,0
group-g/user1,2158
group-g/user1,2
group-g/user1,0
group-g/user1,45
group-g/user4,0
group-g/user2,2608
group-g/user2,-1
group-g/user1,7
group-g/user1,65
group-g/user2,3
group-g/user2,-120
group-g/user2,157
group-g/user2,1
group-g/user2,111
group-g/user1,36
group-g/user3,15
group-g/user1,-18
group-g/user1,31
group-g/user1,11
group-g/user1,360
group-g/user2,1
group-g/user2,45
group-g/user2,2
group-g/user2,25
group-g/user2,0
group-g/user2,9
group-g/user2,6
group-g/user1,-2
group-g/user2,0
group-g/user3,4
group-g/user1,-529
group-g/user2,87
group-g/user1,0
group-g/user1,1
group-g/user4,0
group-g/user4,0
group-g/user1,12
group-g/user4,2
group-g/user4,2
group-g/user2,33
group-g/user2,19
group-g/user1,1
group-g/user1,5
group-g/user1,11
group-g/user4,1
group-g/user4,0
group-g/user4,1
group-g/user4,0
group-g/user4,0
group-g/user4,0
group-g/user2,27
group-g/user2,27
group-g/user3,0
group-g/user3,0
group-g/user3,0
group-g/user3,2
group-g/user1,8
group-g/user3,0
group-g/user2,0
group-g/user2,8
group-g/user2,8
group-g/user1,394
group-g/user1,3964
group-g/user1,5
group-g/user2,7
group-g/user1,-233
group-g/user2,-754
group-g/user2,756
group-g/user4,-61
group-g/user4,0
group-g/user4,0
group-g/user4,0
group-g/user4,0
group-g/user4,0
group-g/user2,759
group-g/user2,3640
group-g/user4,395
group-g/user3,108
group-g/user3,14
group-g/user3,9
group-g/user3,1
group-g/user1,0
group-g/user1,18
group-g/user2,0
group-g/user3,6
group-g/user2,1
group-g/user2,0
group-g/user2,-9653
group-g/user2,9656
group-g/user1,0
group-g/user1,454
group-g/user1,17
group-g/user1,-934
group-g/user3,22
group-g/user2,17
group-g/user1,0
group-g/user2,511
group-g/user2,9656
group-g/user3,-68
group-g/user1,0
group-g/user1,6
group-g/user1,16
group-g/user1,4
group-g/user1,6
group-g/user1,1
group-g/user2,-10
group-g/user2,26
group-g/user2,-428
group-g/user2,31
group-g/user3,-2
group-g/user3,222
group-g/user1,56
group-g/user1,419
group-g/user3,6
group-g/user2,0
group-g/user4,0
group-g/user4,0
group-g/user2,439
group-g/user1,863
group-g/user1,-215
group-g/user1,2550
group-g/user3,-1
group-g/user3,-264
group-g/user3,-1
group-g/user3,443
group-g/user3,1
group-g/user1,0
group-g/user1,4
group-g/user1,441
group-g/user1,0
group-g/user2,0
group-g/user2,0
group-g/user2,0
group-g/user2,3
group-g/user1,3
group-g/user1,21
group-g/user1,2080
group-g/user2,0
group-g/user2,1
group-g/user4,0
group-g/user4,0
group-g/user4,0
group-g/user4,0
group-g/user4,0
group-g/user4,61
group-g/user4,216
group-g/user3,264
group-g/user1,215
group-g/user2,0
